27.640482	1236.679077	-0.620625
27.401058	1236.244751	-0.620625
27.152855	1235.807617	-0.620625
26.902267	1235.375854	-0.620625
26.647743	1234.944214	-0.620625
26.391798	1234.514282	-0.620625
26.134655	1234.084473	-0.620625
25.877956	1233.655273	-0.620625
25.621429	1233.224365	-0.620625
25.368343	1232.794922	-0.620625
25.115879	1232.359863	-0.620625
24.869873	1231.92627	-0.620625
24.627436	1231.486206	-0.620625
24.393152	1231.043701	-0.620625
24.169716	1230.599243	-0.620625
23.955584	1230.141968	-0.620625
23.760773	1229.683472	-0.620625
23.588774	1229.217407	-0.620625
23.440023	1228.737793	-0.620625
23.313549	1228.253906	-0.620625
23.211782	1227.765381	-0.620625
23.137459	1227.272339	-0.620625
23.093466	1226.775269	-0.620625
23.082394	1226.276001	-0.620625
23.10601	1225.776978	-0.620625
23.164774	1225.28064	-0.620625
23.257631	1224.789795	-0.620625
23.38204	1224.305908	-0.620625
23.535778	1223.828247	-0.620625
23.723307	1223.365723	-0.620625
23.949306	1222.921021	-0.620625
24.213442	1222.497437	-0.620625
24.512491	1222.09729	-0.620625
24.841084	1221.720337	-0.620625
25.192997	1221.365234	-0.620625
25.562403	1221.029297	-0.620625
25.944677	1220.709229	-0.620625
26.336662	1220.401733	-0.620625
26.737419	1220.107056	-0.620625
27.155991	1219.829102	-0.620625
27.585705	1219.566406	-0.620625
28.016144	1219.319458	-0.620625
28.456028	1219.079224	-0.620625
28.900993	1218.845337	-0.620625
29.34466	1218.618896	-0.620625
29.793413	1218.394775	-0.620625
30.24221	1218.174072	-0.620625
30.692106	1217.954468	-0.620625
31.141973	1217.735596	-0.620625
31.592093	1217.515747	-0.620625
32.041077	1217.294312	-0.620625
32.48764	1217.070557	-0.620625
