FolderPath,PrefabName,InitPos,InitRot,GameObjectName
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-110.61545860667555/-0.5249994430528037/-1488.453497800748,0.0/0.0/0.0,B319BS010262
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,3.5650415684445433/-0.5410001907337395/-1666.5899977982817,0.0/0.0/0.0,B319BS010263
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,78.72154168661513/-0.5465000305174305/-1858.2919977966556,0.0/0.0/0.0,B319BS010264
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,411.57884420970976/-0.13799935913085903/-1351.6316132633945,0.0/0.0/0.0,B319BS010265
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-31.10545850004229/-0.5205000076308716/-1242.3094977989488,0.0/0.0/0.0,B319BS010266
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,10.306018017795974/-0.4170005950927731/-1355.9304009183982,0.0/0.0/0.0,B319BS010267
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-133.75595862001902/-0.5295001977360646/-1979.7309977997154,0.0/0.0/0.0,B319BS010268
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-101.46745860672219/-0.6120002899169918/-1156.75199780058,0.0/0.0/0.0,B319BS010269
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-163.1974130281825/-0.5310009155273434/-1492.5655765973765,0.0/0.0/0.0,B319BS010270
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,30.09804161540302/-1.8179996643066407/-1851.3364977974466,0.0/0.0/0.0,B319BS010271
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-136.22524067862514/-0.44100076293945284/-1349.3805084444582,0.0/0.0/0.0,B319BS010272
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,302.7553660369709/-0.03900033569335904/-1349.6796760932336,0.0/0.0/0.0,B319BS010273
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-35.42819344943201/-0.48200072976216296/-1139.3339534915592,0.0/0.0/0.0,B319BS010274
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-55.473787270215084/-0.46399957275390596/-1151.0954490844874,0.0/0.0/0.0,B319BS010275
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-109.23212460849788/-0.4599998626708981/-1235.7737514436703,0.0/0.0/0.0,B319BS010276
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-132.92689477611034/-0.5059993896484372/-1629.2762329840527,0.0/0.0/0.0,B319BS010277
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-117.475151857403/-0.5660007629394529/-1608.2563287233681,0.0/0.0/0.0,B319BS010278
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-72.32125075318852/-0.5223631507710673/-1252.2206708919673,0.0/0.0/0.0,B319BS010279
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-30.98808490983665/-0.48099977111816367/-1160.7401230374358,0.0/0.0/0.0,B319BS010280
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-46.957458526267544/-0.48700028991699185/-1169.8844977994622,0.0/0.0/0.0,B319BS010281
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-56.965299590172414/-0.47099954223632773/-1177.6059931800821,0.0/0.0/0.0,B319BS010282
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-75.59442974758082/-0.4760000246197189/-1221.434373184966,0.0/0.0/0.0,B319BS010283
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-83.9011651795094/-0.5075026640726171/-1226.033831269648,0.0/0.0/0.0,B319BS010284
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-96.37699154061352/-0.5446390746454995/-1263.4026221063493,0.0/0.0/0.0,B319BS010285
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-88.94987513397125/-0.483677167505894/-1189.8529460280495,0.0/0.0/0.0,B319BS010286
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5379.fbx,-46.092795694928405/-0.5070002341384482/-1209.6712932682337,0.0/0.0/0.0,B319BS010287
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5374.fbx,-94.67760389807982/-0.5339992675781245/-1182.8134729111293,0.0/0.0/0.0,B319BS010288
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5374.fbx,-40.903834595548425/-0.4960011295465088/-1216.5655285461098,0.0/0.0/0.0,B319BS010289
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5374.fbx,-111.9262093603881/-0.5119996760899179/-1367.9149401507482,0.0/0.0/0.0,B319BS010290
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5374.fbx,18.762842712017626/-0.513499994249917/-1872.5451779434602,0.0/0.0/0.0,B319BS010291
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5374.fbx,49.79529891893966/-2.029999557495117/-1853.6593345092972,0.0/0.0/0.0,B319BS010292
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5374.fbx,-81.28495854723485/-0.4855001602194727/-1877.314497799256,0.0/0.0/0.0,B319BS010293
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,-144.08145865439874/-0.5780001432324106/-1529.435497799779,0.0/0.0/0.0,B319BS010294
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,-144.19045865268134/-0.5665004882831892/-1545.3484977998412,0.0/0.0/0.0,B319BS010295
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,-78.19695855627751/-0.502000300754318/-1543.1729978017377,0.0/0.0/0.0,B319BS010296
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,-78.26945855732843/-0.5274999771127014/-1523.4399977999835,0.0/0.0/0.0,B319BS010297
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,-67.26745854380964/-0.5634999107623362/-1439.221997800848,0.0/0.0/0.0,B319BS010298
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5432.fbx,-210.24040520212208/-0.5481134742782202/-1083.9659592469338,0.0/0.0/0.0,B319BS010300
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,155.1420417618712/-1.9944999847412779/-974.161497797326,0.0/0.0/0.0,B319BS010301
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-159.83945871089065/-0.47549993133039553/-700.5479978035851,0.0/0.0/0.0,B319BS010302
