FolderPath,PrefabName,InitPos,InitRot,GameObjectName
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-210.03698899006824/-0.47799951171874966/-1388.5472479742314,0.0/0.0/0.0,B319BS010131
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-206.49749001119918/-0.4992806361268352/-1388.2807485875048,0.0/0.0/0.0,B319BS010132
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-173.73320686416264/-0.5448394793774913/-696.8865276943837,0.0/0.0/0.0,B319BS010133
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-211.70233947699504/-0.46011914517144914/-1744.6302228745196,0.0/0.0/0.0,B319BS010134
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-208.18958391297244/-0.4590004119873044/-1744.6464655998632,0.0/0.0/0.0,B319BS010135
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-204.6905807181978/-0.4919994506835934/-1744.7787771123485,0.0/0.0/0.0,B319BS010136
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-312.6299589345565/0.0920001831054691/-660.5124978044535,0.0/0.0/0.0,B319BS010137
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-323.53795894996586/0.13999998362788638/-674.5419978035363,0.0/0.0/0.0,B319BS010138
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-320.116458944029/0.16700038860556712/-677.4294978028752,0.0/0.0/0.0,B319BS010139
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-316.0706348476538/0.1750003662109379/-695.0260591457384,0.0/0.0/0.0,B319BS010140
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-318.0734589407742/0.15849989318801924/-698.707997804455,0.0/0.0/0.0,B319BS010141
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-298.02445891275664/0.1745000956682718/-684.3954978041239,0.0/0.0/0.0,B319BS010142
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-293.9364589065379/0.16500013733020572/-684.131497804513,0.0/0.0/0.0,B319BS010143
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-308.9984917825006/-0.028500105870604055/-612.2802493639134,0.0/0.0/0.0,B319BS010144
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-204.3078328440793/-0.5158422916493896/-1806.153217782895,0.0/0.0/0.0,B319BS010145
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-200.79980639717093/-0.544123831704217/-1806.112777305293,0.0/0.0/0.0,B319BS010146
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-208.56745873650888/-0.4929998550418183/-1806.3104978009935,0.0/0.0/0.0,B319BS010147
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-203.88549237064043/-0.5189998779296872/-1838.1442680737505,0.0/0.0/0.0,B319BS010148
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-200.4519283401303/-0.5369995269775387/-1837.9522453519714,0.0/0.0/0.0,B319BS010149
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,316.42804196149694/0.07749997049241814/-70.62699779746764,0.0/0.0/0.0,B319BS010150
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,323.36054196572866/0.06500005615208797/-76.40249779249503,0.0/0.0/0.0,B319BS010151
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,491.47415608592655/0.03699987792968784/-1932.7915403868246,0.0/0.0/0.0,B319BS010152
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,497.7945423096211/0.03300016784668003/-1935.847497791708,0.0/0.0/0.0,B319BS010153
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-167.25068275559804/-0.4959991607666012/-750.5336200073722,0.0/0.0/0.0,B319BS010154
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-291.0908203807641/0.08500021362304722/-651.7245232240437,0.0/0.0/0.0,B319BS010155
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,480.0515422290903/-0.05099946594238247/-662.5239977939684,0.0/0.0/0.0,B319BS010156
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,375.4406681635985/0.04099958801269566/-124.99038670460564,0.0/0.0/0.0,B319BS010157
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-179.9273568481989/-0.5269992980957028/-727.2984536673688,0.0/0.0/0.0,B319BS010158
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-334.12445896434065/0.053500350957086606/-686.6389978041753,0.0/0.0/0.0,B319BS010159
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-62.45495851990858/-0.5339992675781247/-1854.9659977990916,0.0/0.0/0.0,B319BS010160
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-65.74571958294626/-0.4909999999999996/-1851.3519748655717,0.0/0.0/0.0,B319BS010161
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-137.93245864013633/-0.470000091552734/-1629.2269977996364,0.0/0.0/0.0,B319BS010162
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-185.8114297656622/-0.5310009155273434/-1434.8272451421885,0.0/0.0/0.0,B319BS010163
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-117.58220840889216/-0.5049999389648434/-1611.8170247454464,0.0/0.0/0.0,B319BS010164
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-133.58992832509114/-0.5310009155273433/-1594.8052525229793,0.0/0.0/0.0,B319BS010165
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-135.97772607729456/-0.5010002288818356/-748.6167684093174,0.0/0.0/0.0,B319BS010166
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-132.9564586370897/-0.5430000457763668/-1524.18599780065,0.0/0.0/0.0,B319BS010167
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-5.6034584710768955/-0.5084999237045985/-1068.1339977995663,0.0/0.0/0.0,B319BS010168
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-149.65921148364345/-0.506501380051263/-1611.9774699399206,0.0/0.0/0.0,B319BS010169
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-149.5969586566837/-0.5345002489274752/-1608.4724978006611,0.0/0.0/0.0,B319BS010170
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-184.9834865334418/-0.5220001373291012/-1554.851246468419,0.0/0.0/0.0,B319BS010171
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-75.14245855557238/-0.47250040033561824/-1468.8494978002923,0.0/0.0/0.0,B319BS010172
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-140.5109586507444/-0.57899934387207/-1455.239997800851,0.0/0.0/0.0,B319BS010173
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-129.52020930266605/-0.6273775970235054/-1452.6847504631035,0.0/0.0/0.0,B319BS010174
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-132.8509329628173/-0.5225001790104842/-1538.164743628254,0.0/0.0/0.0,B319BS010175
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-140.32695864730192/-0.5399997863769527/-1538.0244978005355,0.0/0.0/0.0,B319BS010176
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-11.596611695296737/-0.5590007934570308/-1356.9242175759127,0.0/0.0/0.0,B319BS010177
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-132.9598282967437/-0.5390003356933589/-1349.6632718707076,0.0/0.0/0.0,B319BS010178
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-140.01845865497452/-0.4729998170059976/-1349.359497798961,0.0/0.0/0.0,B319BS010179
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-128.96282684963674/-0.5931521645945952/-1349.8894764371898,0.0/0.0/0.0,B319BS010180
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-129.61792694299/-0.5586564003030396/-1327.7133461253204,0.0/0.0/0.0,B319BS010181
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-125.82010987740095/-0.6330001983642574/-1328.826455544369,0.0/0.0/0.0,B319BS010182
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,33.89917597213663/-0.525999847412109/-1015.2431781682742,0.0/0.0/0.0,B319BS010183
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,49.970527510509214/-0.4879997406005856/-1037.4373384101177,0.0/0.0/0.0,B319BS010184
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,54.84254161650597/-0.5700004730224605/-1021.671497799852,0.0/0.0/0.0,B319BS010185
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,31.535868011768695/-0.508000168633819/-1034.9606509244059,0.0/0.0/0.0,B319BS010186
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-7.985958461510603/-0.4369991455078122/-1368.1834977980752,0.0/0.0/0.0,B319BS010187
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-101.04537360900039/-0.5290005389837941/-1256.4956716322827,0.0/0.0/0.0,B319BS010188
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-98.04891799053746/-0.5197244777542716/-1258.2526025237814,0.0/0.0/0.0,B319BS010189
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-3.0002406636132952/-0.6120002899169918/-1850.9158911711818,0.0/0.0/0.0,B319BS010190
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-31.17698261202688/-0.5609996948242183/-1881.791236335534,0.0/0.0/0.0,B319BS010191
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-140.569985820189/-0.5929992828369137/-1407.1732454452326,0.0/0.0/0.0,B319BS010192
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-144.03743951373292/-0.637999359130859/-1406.9732524414703,0.0/0.0/0.0,B319BS010193
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-70.72999220398816/-0.5299995574951168/-1439.8732499761293,0.0/0.0/0.0,B319BS010194
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-133.66345864453712/-0.5657244898334627/-1424.5414977538603,0.0/0.0/0.0,B319BS010195
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-140.6229584252841/-0.5576540531477496/-1424.9264982595519,0.0/0.0/0.0,B319BS010196
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-66.82733469792733/-0.6330001983642575/-1511.3472187293962,0.0/0.0/0.0,B319BS010197
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,67.73704166951507/-0.5339992675781247/-1837.6539977972097,0.0/0.0/0.0,B319BS010198
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-117.55770101059534/-0.5630005035400386/-1305.8120646882758,0.0/0.0/0.0,B319BS010199
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-121.20889896078992/-0.5248418450204794/-1304.111177720927,0.0/0.0/0.0,B319BS010200
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-124.38932609302792/-0.49287814431498495/-1302.698398558687,0.0/0.0/0.0,B319BS010201
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-129.5589586419944/-0.4730003509521482/-1306.8239978010508,0.0/0.0/0.0,B319BS010202
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-74.83684300316638/-0.502999130249023/-1511.2147165135248,0.0/0.0/0.0,B319BS010203
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,406.6319780702699/-0.24649991484719497/-1475.0743384687703,0.0/0.0/0.0,B319BS010204
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-1.9429900565283433/-1.4554971372997894/-1030.401648962575,0.0/0.0/0.0,B319BS010205
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-128.69108378117852/-0.569998240524407/-1524.1767821077322,0.0/0.0/0.0,B319BS010206
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-0.21237713750330056/-0.5560000740759696/-1363.7415307315189,0.0/0.0/0.0,B319BS010207
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-168.20716865160338/-0.6750000152587887/-1484.5671259562257,0.0/0.0/0.0,B319BS010208
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,-163.46706879799027/0.08800047302246128/-91.00687217738755,0.0/0.0/0.0,B319BS010209
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-128.69145863016973/-0.5694997940062629/-1538.151497799529,0.0/0.0/0.0,B319BS010210
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-24.822958500137972/-0.7679994735739121/-1029.739997799077,0.0/0.0/0.0,B319BS010211
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,354.82754206803025/0.044999298095703466/-1240.0724977940254,0.0/0.0/0.0,B319BS010212
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,27.28928823717896/-0.5250003967285154/-724.5344602502003,0.0/0.0/0.0,B319BS010213
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,63.41654166157327/-0.6615001200690367/-1841.3444978016205,0.0/0.0/0.0,B319BS010214
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,7.449286266402201/-0.5310009155273434/-724.6959581739794,0.0/0.0/0.0,B319BS010215
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-198.52595873658723/-0.5600002441406247/-1423.14349780133,0.0/0.0/0.0,B319BS010216
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-168.32045868982695/-0.5210001389013167/-1488.1624978007424,0.0/0.0/0.0,B319BS010217
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-110.68421337409073/-0.5859993133544917/-1484.0484617748516,0.0/0.0/0.0,B319BS010218
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,66.07354166753994/-0.6939991149902339/-1854.9224977973608,0.0/0.0/0.0,B319BS010219
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,298.2700419934116/-0.30650002149834443/-1241.78499779461,0.0/0.0/0.0,B319BS010220
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-79.03916962232744/-0.5399997863769527/-1469.0569854421392,0.0/0.0/0.0,B319BS010221
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,149.6700417173094/0.1960002746554251/-108.39949779871947,0.0/0.0/0.0,B319BS010222
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5371.fbx,361.8998310838707/0.08400076293945347/-99.10073234431293,0.0/0.0/0.0,B319BS010223
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-94.28799624750059/-0.5310009155273434/-1496.3871583132923,0.0/0.0/0.0,B319BS010224
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,-163.07217180259772/-0.5709999237060543/-1496.888665919731,0.0/0.0/0.0,B319BS010225
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,479.0011530274509/0.05099981689453159/-278.9948113588339,0.0/0.0/0.0,B319BS010226
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,64.85972889455446/-0.7099998626708982/-1851.5011131354222,0.0/0.0/0.0,B319BS010227
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-94.28945912524243/-0.512999359130859/-1492.1222838027577,0.0/0.0/0.0,B319BS010228
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,473.30232415832825/0.04649948633940962/-256.8400258908582,0.0/0.0/0.0,B319BS010229
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,462.5801024689263/0.03228757289162921/-232.7463324155151,0.0/0.0/0.0,B319BS010230
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,496.7568429550993/0.05199926757812534/-1781.3724617889054,0.0/0.0/0.0,B319BS010231
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-136.68845864174548/-0.4984996948244386/-1538.1624977996973,0.0/0.0/0.0,B319BS010232
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-9.10295847640151/-0.5285003814635362/-1055.6529978005299,0.0/0.0/0.0,B319BS010233
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-136.74295864310784/-0.5090002032357397/-1524.16399780032,0.0/0.0/0.0,B319BS010234
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-69.33595856034378/-0.4730003509517176/-1139.7864978000302,0.0/0.0/0.0,B319BS010235
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-203.00195874538443/-0.5280000392977542/-1388.6839977999105,0.0/0.0/0.0,B319BS010236
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-137.00895864590456/-0.5639999542236324/-1454.7449978017264,0.0/0.0/0.0,B319BS010237
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-133.51445864123977/-0.5140007171630856/-1455.121497800231,0.0/0.0/0.0,B319BS010238
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-158.27245868101417/-0.4469993743896481/-1367.6829978005067,0.0/0.0/0.0,B319BS010239
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-263.01695886800286/-0.07250005340568876/-523.6089978039573,0.0/0.0/0.0,B319BS010240
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,-206.95528500683562/-0.4900005493164059/-1343.6607919734413,0.0/0.0/0.0,B319BS010241
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,-139.33245864329425/-0.5309999618530056/-1593.0369978000226,0.0/0.0/0.0,B319BS010242
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,-129.54137903907034/-0.6040008697509762/-1389.6114519070495,0.0/0.0/0.0,B319BS010243
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,-2.4754584348313657/-0.5305000093025815/-1854.9899977970351,0.0/0.0/0.0,B319BS010244
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,27.21257050465999/-0.4959991607666011/-1663.5885897794228,0.0/0.0/0.0,B319BS010245
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,-144.40545865785026/-0.5734998964136427/-1424.6964978010799,0.0/0.0/0.0,B319BS010246
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,12.234041583912669/-0.5775001678467945/-1727.563497798152,0.0/0.0/0.0,B319BS010247
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,51.56883685189836/-0.5490005645751949/-1812.0756620569962,0.0/0.0/0.0,B319BS010248
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,312.4024139813058/-0.016999069213866846/-1338.2412835349044,0.0/0.0/0.0,B319BS010249
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,-185.01645871324382/-0.5095000096549841/-1515.6104978031271,0.0/0.0/0.0,B319BS010250
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,392.9305419905949/0.11429730806555907/-140.22399770461712,0.0/0.0/0.0,B319BS010251
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,-118.10940789087819/-0.538708578698127/-1193.9150979083856,0.0/0.0/0.0,B319BS010252
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,-27.297458503207242/-0.5330002086233824/-1055.7294977994482,0.0/0.0/0.0,B319BS010253
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,-15.013958478012215/-0.5180000480815126/-1206.1369977986792,0.0/0.0/0.0,B319BS010254
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,492.3750422824545/0.04187931747083276/-1823.0674976461262,0.0/0.0/0.0,B319BS010255
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,-144.2854586568458/-0.5859996398666509/-1455.20899780518,0.0/0.0/0.0,B319BS010256
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,40.66304162222597/-0.4960001144394702/-1648.191497798769,0.0/0.0/0.0,B319BS010257
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-4.04943649945354/-0.4490001831054684/-1274.8379259706235,0.0/0.0/0.0,B319BS010258
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-70.5656633293275/-0.49400025939941367/-1511.4449998265463,0.0/0.0/0.0,B319BS010259
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-11.192169081505252/-0.4275005056529791/-1297.8012056022549,0.0/0.0/0.0,B319BS010260
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,-132.75295864505188/-0.4409998092648644/-1326.6934978019742,0.0/0.0/0.0,B319BS010261
